2018-12-20 16:11:42.053704,19.0,71.0
2018-12-20 16:12:15.138068,19.0,72.0
2018-12-20 16:12:45.684204,19.0,72.0
2018-12-20 16:13:16.241069,19.0,72.0
2018-12-20 16:13:46.776331,18.0,72.0
2018-12-20 16:14:17.333364,19.0,73.0
2018-12-20 16:14:47.884121,19.0,72.0
2018-12-20 16:15:18.441028,19.0,72.0
2018-12-20 16:15:48.997925,19.0,72.0
2018-12-20 16:16:19.554857,19.0,72.0
2018-12-20 16:16:50.111734,19.0,73.0
2018-12-20 16:17:23.196398,19.0,72.0
2018-12-20 16:17:53.753374,19.0,72.0
2018-12-20 16:18:26.837932,19.0,73.0
2018-12-20 16:18:57.384117,19.0,72.0
2018-12-20 16:19:27.941023,19.0,72.0
2018-12-20 16:19:58.497950,18.0,73.0
2018-12-20 16:20:29.055110,19.0,72.0
2018-12-20 16:20:59.613054,19.0,73.0
2018-12-20 16:21:30.164590,19.0,72.0
2018-12-20 16:22:00.722262,19.0,72.0
2018-12-20 16:22:31.279949,19.0,73.0
2018-12-20 16:23:01.837576,19.0,73.0
2018-12-20 16:23:32.384599,19.0,72.0
2018-12-20 16:24:02.942246,19.0,72.0
2018-12-20 16:24:33.499978,19.0,73.0
2018-12-20 16:25:04.057793,19.0,73.0
2018-12-20 16:25:34.615462,19.0,73.0
2018-12-20 16:26:05.173194,19.0,72.0
2018-12-20 16:26:35.730955,19.0,73.0
2018-12-20 16:27:06.288708,19.0,73.0
2018-12-20 16:27:36.846418,19.0,72.0
2018-12-20 16:28:07.384664,19.0,73.0
2018-12-20 16:28:40.470046,19.0,73.0
2018-12-20 16:29:11.027650,19.0,73.0
2018-12-20 16:29:41.585338,19.0,72.0
2018-12-20 16:30:12.134567,19.0,72.0
2018-12-20 16:30:42.692232,19.0,72.0
2018-12-20 16:31:13.249990,19.0,72.0
2018-12-20 16:31:43.807627,19.0,72.0
2018-12-20 16:32:14.365321,19.0,72.0
2018-12-20 16:32:44.923230,19.0,73.0
2018-12-20 16:33:15.481003,19.0,73.0
2018-12-20 16:33:46.038764,19.0,73.0
2018-12-20 16:34:16.584572,19.0,73.0
2018-12-20 16:34:47.134555,19.0,73.0
2018-12-20 16:35:17.684732,19.0,73.0
2018-12-20 16:35:48.242412,19.0,73.0
2018-12-20 16:36:18.800024,19.0,73.0
2018-12-20 16:36:49.357758,19.0,73.0
2018-12-20 16:37:19.915461,19.0,73.0
2018-12-20 16:37:50.473198,19.0,73.0
2018-12-20 16:38:21.030936,19.0,73.0
2018-12-20 16:38:51.588521,19.0,73.0
2018-12-20 16:39:22.134532,19.0,73.0
2018-12-20 16:39:52.692239,19.0,73.0
2018-12-20 16:40:23.249893,19.0,73.0
2018-12-20 16:40:53.790975,19.0,73.0
2018-12-20 16:41:24.348690,19.0,72.0
2018-12-20 16:41:54.884549,19.0,73.0
2018-12-20 16:42:25.442287,19.0,73.0
2018-12-20 16:42:55.999937,19.0,73.0
2018-12-20 16:43:26.557654,19.0,73.0
2018-12-20 16:43:57.115416,19.0,73.0
2018-12-20 16:44:27.673000,19.0,73.0
2018-12-20 16:44:58.230599,19.0,73.0
2018-12-20 16:45:28.788293,19.0,73.0
2018-12-20 16:45:59.345970,19.0,73.0
2018-12-20 16:46:29.884603,18.0,73.0
2018-12-20 16:47:00.442300,18.0,73.0
2018-12-20 16:47:31.000082,19.0,73.0
2018-12-20 16:48:01.557636,19.0,73.0
2018-12-20 16:48:32.115328,19.0,73.0
2018-12-20 16:49:02.673042,19.0,73.0
2018-12-20 16:49:33.230708,19.0,73.0
2018-12-20 16:50:03.764623,19.0,73.0
2018-12-20 16:50:34.322265,18.0,73.0
2018-12-20 16:51:04.879996,19.0,73.0
2018-12-20 16:51:35.437640,19.0,73.0
2018-12-20 16:52:05.995279,19.0,73.0
2018-12-20 16:52:36.553082,18.0,73.0
2018-12-20 16:53:07.110710,19.0,73.0
2018-12-20 16:53:37.668477,18.0,73.0
2018-12-20 16:54:08.226875,19.0,73.0
2018-12-20 16:54:38.784560,19.0,73.0
2018-12-20 16:55:09.342261,19.0,73.0
2018-12-20 16:55:39.884688,19.0,73.0
2018-12-20 16:56:10.442252,18.0,72.0
2018-12-20 16:56:41.000077,19.0,73.0
2018-12-20 16:57:11.557712,19.0,73.0
2018-12-20 16:57:42.115525,19.0,73.0
2018-12-20 16:58:12.673277,19.0,73.0
2018-12-20 16:58:43.230946,18.0,73.0
2018-12-20 16:59:13.788728,19.0,73.0
2018-12-20 16:59:44.346154,19.0,73.0
2018-12-20 17:00:14.884559,19.0,73.0
2018-12-20 17:00:45.442250,19.0,72.0
2018-12-20 17:01:15.999907,19.0,73.0
2018-12-20 17:01:46.557235,19.0,73.0
2018-12-20 17:02:17.115023,19.0,73.0
2018-12-20 17:02:47.672688,19.0,72.0
2018-12-20 17:03:18.230300,19.0,72.0
2018-12-20 17:03:48.788062,19.0,72.0
2018-12-20 17:04:19.345776,19.0,73.0
2018-12-20 17:04:49.884557,19.0,73.0
2018-12-20 17:05:20.442251,18.0,73.0
2018-12-20 17:05:53.531190,19.0,73.0
